puisi,title,author,puisi_with_header
"Teruntukmu cinta yang membuangku 
 Memberikanku harapan hingga jatuh hati 
 Takkan rela ada cinta yang dibagi 
 Kenapa kamu hanya menjanjikan? 
 Aku adalah bayang rindumu yang tertelan nostalgia. 
 Bermimpi bersama namun takkan jadi nyata 
 Kenapa kamu hadirkan dia disaat kita mulai bersama? 
 Apa kau tau? Hatiku Mati 
 Semaumu kamu memberikanku Luka 
 Hingga kamu lupa 
 Apa aku akan mampu hidup tanpa kamu 
  
 ",LUKA,Oleh Yayuk prayulia ningsih,"LUKA 
 Oleh Yayuk prayulia ningsih 
  
 Teruntukmu cinta yang membuangku 
 Memberikanku harapan hingga jatuh hati 
 Takkan rela ada cinta yang dibagi 
 Kenapa kamu hanya menjanjikan? 
 Aku adalah bayang rindumu yang tertelan nostalgia. 
 Bermimpi bersama namun takkan jadi nyata 
 Kenapa kamu hadirkan dia disaat kita mulai bersama? 
 Apa kau tau? Hatiku Mati 
 Semaumu kamu memberikanku Luka 
 Hingga kamu lupa 
 Apa aku akan mampu hidup tanpa kamu 
  
 "
"Tuan putriku yang menjadi jantung hati. 
 Ijinkanlah aku melupakanmu 
 Ijinkanlah aku menepiskan bayangmu yang telah merenggutkan kesedian hati 
 Bila suatu saat nanti kau rindukanku 
 Aku ada bersama setiap tulisan 
 Aku ada disamping gambar dirimu 
 Aku ada disetiap genggaman tanganmu 
 Aku ada di setiap gelap dalam takutmu 
 Aku akan menghilang bersama hari-harimu 
 Bila nanti ku bias melupakanmu 
 Aku akan bersamamu kembali dalam setiap keluhmu 
 Bila nanti ku tak dapat melupakanmu 
 Ku kan menunggu…Dan menunggu dalam diam…. 
 Sampai engkau kan bias mencintaiku…. 
 Sungguh ku hanya ingin dengar bahwa kau juga cintaiku 
 Hanya itu… 
  
 ",CINTAKU YANG MALANG,Oleh Muhamad Makinudin,"CINTAKU YANG MALANG 
 Oleh Muhamad Makinudin 
  
 Tuan putriku yang menjadi jantung hati. 
 Ijinkanlah aku melupakanmu 
 Ijinkanlah aku menepiskan bayangmu yang telah merenggutkan kesedian hati 
 Bila suatu saat nanti kau rindukanku 
 Aku ada bersama setiap tulisan 
 Aku ada disamping gambar dirimu 
 Aku ada disetiap genggaman tanganmu 
 Aku ada di setiap gelap dalam takutmu 
 Aku akan menghilang bersama hari-harimu 
 Bila nanti ku bias melupakanmu 
 Aku akan bersamamu kembali dalam setiap keluhmu 
 Bila nanti ku tak dapat melupakanmu 
 Ku kan menunggu…Dan menunggu dalam diam…. 
 Sampai engkau kan bias mencintaiku…. 
 Sungguh ku hanya ingin dengar bahwa kau juga cintaiku 
 Hanya itu… 
  
 "
"Ketika ku ukir sebuah kata 
 kini ku mulai mengungkapnya 
 satu persatu kata yang ku cipta 
 seakan tertanam dalam nyata 
  
 disudut sebuah penantian 
 ku mulai tak sadar 
 bahwa ku teringat sebuah kenangan 
 disaat memory membuka hati 
  
 kutatap jauh kedepan 
 ku dengar sebuah ungkapan 
 meski itu semua hanya sebuah hayalan 
 namun mampu membuat ku teraus mengenang 
  
 dirimu takkan hilang 
 meski badai , angin , hujan menerjang 
 karena sebuah kenangan indah telah menjadi sebuah catatan 
 dalam sebuah waktu yang mungkin terpendam 
  
 ",KENANGAN,Puisi Anfi,"KENANGAN 
 Puisi Anfi 
  
 Ketika ku ukir sebuah kata 
 kini ku mulai mengungkapnya 
 satu persatu kata yang ku cipta 
 seakan tertanam dalam nyata 
  
 disudut sebuah penantian 
 ku mulai tak sadar 
 bahwa ku teringat sebuah kenangan 
 disaat memory membuka hati 
  
 kutatap jauh kedepan 
 ku dengar sebuah ungkapan 
 meski itu semua hanya sebuah hayalan 
 namun mampu membuat ku teraus mengenang 
  
 dirimu takkan hilang 
 meski badai , angin , hujan menerjang 
 karena sebuah kenangan indah telah menjadi sebuah catatan 
 dalam sebuah waktu yang mungkin terpendam 
  
 "
"Aku benci hati ini 
 Sudah kesekian kali disakiti namun tak bosan jatuh cinta kembali 
 Sudah kesekian kali dibohongi 
 Namun tak sungkan untuk kembali mempercayai.. 
  
 Sakitnya jatuh cinta kini terasa kembali 
 Pada rasa yang terbakar oleh sebuah pengharapan 
 Sebenarnya enggan merasakan 
 Namun apa daya diri ini tak mampu menolak sebuah perasaan.. 
  
 Gores demi gores tinta memunculkan sajak nan bermakna 
 Berusaha mengungkapkan namun tak memakai suara 
 Berusaha bercerita namun tak ingin lagi dengan air mata.. 
 Sudahlah aku hanya pintar memadukan rima juga kata 
 Namun tak pernah berhasil dalam mewujudkan cinta 
  
 ~wulandari 
  
 ",AKU BENCI HATI INI,Oleh Mely Dwi Wulandari,"AKU BENCI HATI INI 
 Oleh Mely Dwi Wulandari 
  
 Aku benci hati ini 
 Sudah kesekian kali disakiti namun tak bosan jatuh cinta kembali 
 Sudah kesekian kali dibohongi 
 Namun tak sungkan untuk kembali mempercayai.. 
  
 Sakitnya jatuh cinta kini terasa kembali 
 Pada rasa yang terbakar oleh sebuah pengharapan 
 Sebenarnya enggan merasakan 
 Namun apa daya diri ini tak mampu menolak sebuah perasaan.. 
  
 Gores demi gores tinta memunculkan sajak nan bermakna 
 Berusaha mengungkapkan namun tak memakai suara 
 Berusaha bercerita namun tak ingin lagi dengan air mata.. 
 Sudahlah aku hanya pintar memadukan rima juga kata 
 Namun tak pernah berhasil dalam mewujudkan cinta 
  
 ~wulandari 
  
 "
"Melintang dibelakang tubuh... 
 Gitar tua... 
 Kini tak berwarna... 
 Menanamkan mimpi budi... 
 Hidup di riuh ibukota... 
 Kaki tak beralas... 
 Peka tersentuh batu... 
 Berlari... 
 Budi mengejar biskota... 
 Mengejar mimpi... 
 Mengejar sejuta angan... 
 Tersiram debu... 
 Budi... 
 Memetik gitar diatas roda biskota... 
 Sayu terdengar nada... 
 Hilang... 
 Diterjang hempasan angin... 
 Rindang atap biskota... 
 Budi bernyanyi... 
 Budi mengejar mimpi... 
  
 ",BUDI MENGEJAR MIMPI,Oleh GatriBertengger...,"BUDI MENGEJAR MIMPI 
 Oleh GatriBertengger... 
 Melintang dibelakang tubuh... 
 Gitar tua... 
 Kini tak berwarna... 
 Menanamkan mimpi budi... 
 Hidup di riuh ibukota... 
 Kaki tak beralas... 
 Peka tersentuh batu... 
 Berlari... 
 Budi mengejar biskota... 
 Mengejar mimpi... 
 Mengejar sejuta angan... 
 Tersiram debu... 
 Budi... 
 Memetik gitar diatas roda biskota... 
 Sayu terdengar nada... 
 Hilang... 
 Diterjang hempasan angin... 
 Rindang atap biskota... 
 Budi bernyanyi... 
 Budi mengejar mimpi... 
  
 "
"Kau terlihat dekat 
 Tetapi sangat sulit untuk digapai 
 Aku terlihat seolah memilikimu 
 Tapi hanya sekedar menggenggam tangan mu pun tak pernah di izinkan 
 Lalu apa arti dari sebuah hubungan 
 Jika perasaan seseorang tak pernah diharapkan 
 Apa semua ini hanya untuk kesenangan 
 Atau hanyalah sekedar pelampiasan 
 Dari sebuah rasa bosan 
  
 ",PELAMPIASAN,Oleh VI.A,"PELAMPIASAN 
 Oleh VI.A 
  
 Kau terlihat dekat 
 Tetapi sangat sulit untuk digapai 
 Aku terlihat seolah memilikimu 
 Tapi hanya sekedar menggenggam tangan mu pun tak pernah di izinkan 
 Lalu apa arti dari sebuah hubungan 
 Jika perasaan seseorang tak pernah diharapkan 
 Apa semua ini hanya untuk kesenangan 
 Atau hanyalah sekedar pelampiasan 
 Dari sebuah rasa bosan 
  
 "
"Sikapmu telah jelas 
 Menjawab atas cintaku padamu 
 Tanpa perlu lagi Kutahu isi hatimu 
  
 Sekian lama Kurasa Cinta ini 
 Tercipta harapan besar 
 Suatu saat nanti Kuberharap 
 Benar-benar memilikimu 
  
 Namun Keadaan dan Kenyataan 
 Tak pernah mengijinkan 
 Takdir sama sekali tak merestui 
 Aku Dan Kamu untuk bersatu 
  
 Cinta yang tak pernah diam 
 Memenuhi seluruh hatiku 
 Terbalut Kerinduan tak kenal waktu 
 Terus menghiasi hari-hariku 
  
 Aku mencintaimu dari dulu 
 Aku merindukan tanpa Kau tahu 
 Selalu, selalu dan selalu begitu 
 Meski Kau tak pernah melihatku 
  
 Upayaku sia-sia Kurasa 
 Selama ini mengagumimu 
 Setiap waktu merindukanmu 
 Namun, 
 Sama sekali Kau tak mencintaiku 
  
 Sekarang harapanku telah sirna oleh Kenyataan 
 Mimpi-mimpiku musnah di tengah Pembuktian 
 Kini Aku hanya mampu diam dalam Kerinduan 
 Bersama hening Cinta Yang Pupus Dalam Penantian 
  
 ",CINTA YANG PUPUS DALAM PENANTIAN,Oleh The Powerless Rise,"CINTA YANG PUPUS DALAM PENANTIAN 
 Oleh The Powerless Rise 
  
 Sikapmu telah jelas 
 Menjawab atas cintaku padamu 
 Tanpa perlu lagi Kutahu isi hatimu 
  
 Sekian lama Kurasa Cinta ini 
 Tercipta harapan besar 
 Suatu saat nanti Kuberharap 
 Benar-benar memilikimu 
  
 Namun Keadaan dan Kenyataan 
 Tak pernah mengijinkan 
 Takdir sama sekali tak merestui 
 Aku Dan Kamu untuk bersatu 
  
 Cinta yang tak pernah diam 
 Memenuhi seluruh hatiku 
 Terbalut Kerinduan tak kenal waktu 
 Terus menghiasi hari-hariku 
  
 Aku mencintaimu dari dulu 
 Aku merindukan tanpa Kau tahu 
 Selalu, selalu dan selalu begitu 
 Meski Kau tak pernah melihatku 
  
 Upayaku sia-sia Kurasa 
 Selama ini mengagumimu 
 Setiap waktu merindukanmu 
 Namun, 
 Sama sekali Kau tak mencintaiku 
  
 Sekarang harapanku telah sirna oleh Kenyataan 
 Mimpi-mimpiku musnah di tengah Pembuktian 
 Kini Aku hanya mampu diam dalam Kerinduan 
 Bersama hening Cinta Yang Pupus Dalam Penantian 
  
 "
"Ibu,,,, 
 Tolong maafkan anakmu yg bodoh ini, yg tidak bisa berjalan tanpamu, tidak bisa berjalan tanpamu, dan tidak bisa hidup tanpamu,, 
  
 Maafkan aku karena aku tidak pernah mau mendengarkn semuj nasihatmu, selalu berbohong padamu, dan selalu menyakiti hatimu yg suci dan tulus,, 
  
 Aku memang anak yg bodoh dan jahat, aku menyesal karena telah berdosa padamu, dosaku padamu sudah terlalu banyak bahkan jika seluruh alam semesta ini ku berikan padamu tidak cukup untuk menebus dosa2ku padamu yg sudah terlalu banyak, aku memang jahat karena selu membuatmu menangis, membuat air matamu yg suci selalu menetes,, 
  
 Aku mohon ampunilah dosaku padamu ibu, apapun kan kulakukan jika itu bisa membuatmu bahagia bahkan nyawaku pun akan kuberikan jika kau memintanya,,, 
 Kau adalah segalanya bagiku, karena kaulah yg membuatku terus berjuang,,,, 
  
 ",IBU,Oleh Ali Topan,"IBU 
 Oleh Ali Topan 
  
 Ibu,,,, 
 Tolong maafkan anakmu yg bodoh ini, yg tidak bisa berjalan tanpamu, tidak bisa berjalan tanpamu, dan tidak bisa hidup tanpamu,, 
  
 Maafkan aku karena aku tidak pernah mau mendengarkn semuj nasihatmu, selalu berbohong padamu, dan selalu menyakiti hatimu yg suci dan tulus,, 
  
 Aku memang anak yg bodoh dan jahat, aku menyesal karena telah berdosa padamu, dosaku padamu sudah terlalu banyak bahkan jika seluruh alam semesta ini ku berikan padamu tidak cukup untuk menebus dosa2ku padamu yg sudah terlalu banyak, aku memang jahat karena selu membuatmu menangis, membuat air matamu yg suci selalu menetes,, 
  
 Aku mohon ampunilah dosaku padamu ibu, apapun kan kulakukan jika itu bisa membuatmu bahagia bahkan nyawaku pun akan kuberikan jika kau memintanya,,, 
 Kau adalah segalanya bagiku, karena kaulah yg membuatku terus berjuang,,,, 
  
 "
"kenapa semua harus seperti ini, 
 di saat aq membutuhkannya dia harus pergi 
 tinggalkan diriku dengan semua perasaan qu yang tidak menentu 
 perasaan sedih memenuhi ruang hati qu 
 namun tak satu pun yang dapat mengerti itu 
 karna qu tau itu semua akan menjadi perasaan yang harus qu pendam sendiri 
  
 tak ada tempat berbagi, 
 untuk meluap kan isi di hati 
 hanya air mata yang selalu membasahi pipi 
 di setiap hari-hari qu 
 hanya ke sunyian malam dan kesendirian yang qu rasa kan 
 tanpa kehadiran seseorang yang dapat mendengar kan keluh kesah qu 
  
 begitu manis semua kata-kata nya 
 namun semuma itu hanya lah sekedar kata-kata di bibir 
 semua tiada terbukti, 
 karna kini aq sndiri tanpa dirinya yang pergi meninggal kan qu 
 dan perasaan qu 
  
 ",UNGKAPAN HATIKU,Puisi Indri,"UNGKAPAN HATIKU 
 Puisi Indri 
  
 kenapa semua harus seperti ini, 
 di saat aq membutuhkannya dia harus pergi 
 tinggalkan diriku dengan semua perasaan qu yang tidak menentu 
 perasaan sedih memenuhi ruang hati qu 
 namun tak satu pun yang dapat mengerti itu 
 karna qu tau itu semua akan menjadi perasaan yang harus qu pendam sendiri 
  
 tak ada tempat berbagi, 
 untuk meluap kan isi di hati 
 hanya air mata yang selalu membasahi pipi 
 di setiap hari-hari qu 
 hanya ke sunyian malam dan kesendirian yang qu rasa kan 
 tanpa kehadiran seseorang yang dapat mendengar kan keluh kesah qu 
  
 begitu manis semua kata-kata nya 
 namun semuma itu hanya lah sekedar kata-kata di bibir 
 semua tiada terbukti, 
 karna kini aq sndiri tanpa dirinya yang pergi meninggal kan qu 
 dan perasaan qu 
  
 "
"Engkau hadir dalam hidupku.. 
 Menemani ku dalam kesepian ku.. 
 Berjuta cara membuat ku bahagia.. 
 Memberi warna dalam suka mau pun duka.. 
  
 Oh, kasih ku.. 
 Ku rela hidup lama bersamamu.. 
 Menghabis kan waktu ku hanya untukmu.. 
 Mengisi hati mu itu selalu.. 
 Sampai akhir hayat menjemput ku.. 
  
 Ku rasakan ada pelangi cinta dalam kisah kita berdua.. 
 Bersatu dalam warna asmara cinta.. 
 Menyapu kesedihan dikala melanda hubungan kita.. 
  
 Kau memberi setangkai bunga dan boneka.. 
 Memberikan suasana romantis dalam cinta.. 
 Tersenyum bahagia menyelimuti cinta kita.. 
 Hingga menjadi alur cerita tak pernah ada habis nya.. 
  
 ",WARNAI HIDUPKU,Oleh Laisa Ismaryani,"WARNAI HIDUPKU 
 Oleh Laisa Ismaryani 
  
 Engkau hadir dalam hidupku.. 
 Menemani ku dalam kesepian ku.. 
 Berjuta cara membuat ku bahagia.. 
 Memberi warna dalam suka mau pun duka.. 
  
 Oh, kasih ku.. 
 Ku rela hidup lama bersamamu.. 
 Menghabis kan waktu ku hanya untukmu.. 
 Mengisi hati mu itu selalu.. 
 Sampai akhir hayat menjemput ku.. 
  
 Ku rasakan ada pelangi cinta dalam kisah kita berdua.. 
 Bersatu dalam warna asmara cinta.. 
 Menyapu kesedihan dikala melanda hubungan kita.. 
  
 Kau memberi setangkai bunga dan boneka.. 
 Memberikan suasana romantis dalam cinta.. 
 Tersenyum bahagia menyelimuti cinta kita.. 
 Hingga menjadi alur cerita tak pernah ada habis nya.. 
  
 "
"Kugores kata di pagi ini untukmu teman 
 Terima kasih atas spirit dalam kebersamaan 
 Terima kasih telah bersama dalam perbedaan 
 Semoga api perjuangan tidak pernah padam... 
  
 Ya... ini memang tempat kita kawan 
 Dunia kita 
 Dunia yaang membutuhkan perjuangan lebih dari umumnya 
 Dunia yang membutuhkan senyum dalam tangisan 
  
 Semoga kita semua sanggup kawan 
 Hingga di akhir perjalanan 
 Tidak ada yang namanya kebetulan kawan 
 Kita memang Seharusnya ada 
  
 Oktober, 2014 
 -- 
 No. Urut : 5187 
 Tanggal Kirim : 27/10/2014 0:32:40 
  
 ",SEMOGA,Oleh Agung Bagus Permono,"SEMOGA 
 Oleh Agung Bagus Permono 
  
 Kugores kata di pagi ini untukmu teman 
 Terima kasih atas spirit dalam kebersamaan 
 Terima kasih telah bersama dalam perbedaan 
 Semoga api perjuangan tidak pernah padam... 
  
 Ya... ini memang tempat kita kawan 
 Dunia kita 
 Dunia yaang membutuhkan perjuangan lebih dari umumnya 
 Dunia yang membutuhkan senyum dalam tangisan 
  
 Semoga kita semua sanggup kawan 
 Hingga di akhir perjalanan 
 Tidak ada yang namanya kebetulan kawan 
 Kita memang Seharusnya ada 
  
 Oktober, 2014 
 -- 
 No. Urut : 5187 
 Tanggal Kirim : 27/10/2014 0:32:40 
  
 "
"Aku mabuk Allah... 
 Semata-mata Allah... 
 Segala-galanya Allah... 
 Tak ada yang lain... 
  
 Aku mabuk Allah... 
 Yang lain tak pantas dimabuki... 
 Yang lain palsu, yang lain dusta... 
  
 Nyamuk bukanlah nyamuk, 
 kalau tak mengabarkan tentang Allah... 
  
 Langit bukanlah langit, 
 Kalau tak menandakan kebesaran Allah... 
  
 Debu bukanlah debu 
 Badai bukanlah badai 
 Kalau tak membuktikan ke-Esaan Allah.. 
  
 Kembang yang mekar, 
 Api yang tak membakar.. 
 Kalau bukan Allah, 
 Mabuklah Aku mabuk Allah... 
  
 Tak ada yang melihat tak ada yang mendengar, 
 Hanya Allah... hanya Allah... 
  
 Ketika matahari memancar 
 Siapa sebenarnya yang menyinar?.. 
  
 Ketika malam legam 
 Siapa hadir pada kegelapan?.. 
  
 Ketika hati ditikam 
 Siapakah merasa kesakitan?.. 
  
 Ketika jantung berdegup 
 Siapakah yang hidup?.. 
  
 Ketika puisiku menetes disini 
 Siapakah yang abadi?... 
  
 Allah semata.. 
 Allah semata.. 
 Yang lain tiada... 
  
 ",AKU MABUK ALLAH,Oleh Anand Zionds,"AKU MABUK ALLAH 
 Oleh Anand Zionds 
  
 Aku mabuk Allah... 
 Semata-mata Allah... 
 Segala-galanya Allah... 
 Tak ada yang lain... 
  
 Aku mabuk Allah... 
 Yang lain tak pantas dimabuki... 
 Yang lain palsu, yang lain dusta... 
  
 Nyamuk bukanlah nyamuk, 
 kalau tak mengabarkan tentang Allah... 
  
 Langit bukanlah langit, 
 Kalau tak menandakan kebesaran Allah... 
  
 Debu bukanlah debu 
 Badai bukanlah badai 
 Kalau tak membuktikan ke-Esaan Allah.. 
  
 Kembang yang mekar, 
 Api yang tak membakar.. 
 Kalau bukan Allah, 
 Mabuklah Aku mabuk Allah... 
  
 Tak ada yang melihat tak ada yang mendengar, 
 Hanya Allah... hanya Allah... 
  
 Ketika matahari memancar 
 Siapa sebenarnya yang menyinar?.. 
  
 Ketika malam legam 
 Siapa hadir pada kegelapan?.. 
  
 Ketika hati ditikam 
 Siapakah merasa kesakitan?.. 
  
 Ketika jantung berdegup 
 Siapakah yang hidup?.. 
  
 Ketika puisiku menetes disini 
 Siapakah yang abadi?... 
  
 Allah semata.. 
 Allah semata.. 
 Yang lain tiada... 
  
 "
"Ayah... 
 Apa yang terjadi dengan mu. 
 Apa yang membuat mu melupakanku Apa yang menjadi salah ku Apa yang harus kulakukan untuk membuat kembali melihat q Ayah...20 tahun sudah umur ku 
 Selama itu pula aku menunggu Selama itu pula ku berharap berjumpa denganmuAyah... 
 Maaf kan kesalahan anak mu Yang hingga sampai saat ini belum mengenal wajahmu 
 Belum mengenal siapa dirimu 
 Entah sampaikapan ini akan menjadi dosa anak mu Ayah... 
 Aku ingin bercerita tentang diri ini Aku ingin mengadu tentang hidup ini Aku ingin kau tau tentang cinta ini Ayah Dengarlah harapan anak mu Karna aku tak mengerti harus kemana mencari mu harus ke mana aku mencari bayang wajahmu. Datangilah aku walau hanya dalam mimpiku Anak mu merindukan bayang-bayang wajah mu 
  
 ",AYAH MENGAPA ENGKAU PERGI,Oleh Rendra Oktavia F,"AYAH MENGAPA ENGKAU PERGI 
 Oleh Rendra Oktavia F 
  
 Ayah... 
 Apa yang terjadi dengan mu. 
 Apa yang membuat mu melupakanku Apa yang menjadi salah ku Apa yang harus kulakukan untuk membuat kembali melihat q Ayah...20 tahun sudah umur ku 
 Selama itu pula aku menunggu Selama itu pula ku berharap berjumpa denganmuAyah... 
 Maaf kan kesalahan anak mu Yang hingga sampai saat ini belum mengenal wajahmu 
 Belum mengenal siapa dirimu 
 Entah sampaikapan ini akan menjadi dosa anak mu Ayah... 
 Aku ingin bercerita tentang diri ini Aku ingin mengadu tentang hidup ini Aku ingin kau tau tentang cinta ini Ayah Dengarlah harapan anak mu Karna aku tak mengerti harus kemana mencari mu harus ke mana aku mencari bayang wajahmu. Datangilah aku walau hanya dalam mimpiku Anak mu merindukan bayang-bayang wajah mu 
  
 "
"Cinta sejati yang terbagi karna rasa suka sementara 
 Namun itu bukanlah cintanya yang sebenarnya 
 Namun cinta yang ku maksut tak sedangkal kelihatannya 
 Rasa itu terus berlanjut berkembang dan berbungga seiring lanjut usia 
 Kemarin mungkin kandas tak menyisakan bekas 
 Cinta yang tulus tak terbatas 
 Di rajut dengan rasa sayang kini memanjakan yang memilikinya dengan ikhlas 
 Ihlas manja dengan uang kertas 
 Mungkin materi mampu di cari dan di hargai 
 Namun cinta sayang harga mati 
 Bukan mengoceh apalagi berdiskusi 
 Namun memang cinta itu abadi 
 Letaknya di dalam Hati ini 
  
 ",MANJA,Oleh Aisyah Alifa,"MANJA 
 Oleh Aisyah Alifa 
  
 Cinta sejati yang terbagi karna rasa suka sementara 
 Namun itu bukanlah cintanya yang sebenarnya 
 Namun cinta yang ku maksut tak sedangkal kelihatannya 
 Rasa itu terus berlanjut berkembang dan berbungga seiring lanjut usia 
 Kemarin mungkin kandas tak menyisakan bekas 
 Cinta yang tulus tak terbatas 
 Di rajut dengan rasa sayang kini memanjakan yang memilikinya dengan ikhlas 
 Ihlas manja dengan uang kertas 
 Mungkin materi mampu di cari dan di hargai 
 Namun cinta sayang harga mati 
 Bukan mengoceh apalagi berdiskusi 
 Namun memang cinta itu abadi 
 Letaknya di dalam Hati ini 
  
 "
"Senja berkilau di atas rimbun daun-daun tebu 
 Mega-mega berarak sepanjang jalan setapak 
 Kukayuh sepeda tua sembari kulantunkan sebuah kidung 
 Menemani perjalanan pulang ke kampung halaman 
 Burung-burung sore yang tadi bertengger berjajar 
 Terbang berhamburan riuh menjaring angkasa 
 Melengkapi indah pesona cakrawala 
 Yang dibalut senja bertabur mega 
 Senja ini mengisahkan ribuan cerita cinta 
 Ketika mentari dipeluk bulan 
 Ketika angin membelai mega 
 Atau ketika kidung yang kulantunkan samar kau dengar 
 Kau setia menunggu hingga senja menutup hamparan biru di atas kepalamu 
 Kekasih… 
  
 ",BALADA CINTA SANG SURYA,Oleh Pradita Urmila D,"BALADA CINTA SANG SURYA 
 Oleh Pradita Urmila D 
 Senja berkilau di atas rimbun daun-daun tebu 
 Mega-mega berarak sepanjang jalan setapak 
 Kukayuh sepeda tua sembari kulantunkan sebuah kidung 
 Menemani perjalanan pulang ke kampung halaman 
 Burung-burung sore yang tadi bertengger berjajar 
 Terbang berhamburan riuh menjaring angkasa 
 Melengkapi indah pesona cakrawala 
 Yang dibalut senja bertabur mega 
 Senja ini mengisahkan ribuan cerita cinta 
 Ketika mentari dipeluk bulan 
 Ketika angin membelai mega 
 Atau ketika kidung yang kulantunkan samar kau dengar 
 Kau setia menunggu hingga senja menutup hamparan biru di atas kepalamu 
 Kekasih… 
  
 "
